Silverspear,Cost: 3,Order,6 Power|1.4 Health Regen|30 Mana|Fully Upgraded Bonus:6 Power
Siphon Shard,Cost: 3,Intellect,1.4 Health Regen|2.5% Lifesteal|Fully Upgraded Bonus:5% Lifesteal
Snakevine Mesh,Cost: 3,Growth,4 Ability armor|6 Power|Fully Upgraded Bonus:8 Ability armor
Solaris Reactor,Cost: 3,Intellect,6 Power|0.3 Mana Regen|Fully Upgraded Bonus:0.6 Mana Regen
Sorcerer's Ward,Cost: 3,Corruption,6 Power|2 Ability penetration|2.5% Lifesteal|Unique Active:Place a Shadow Ward to reveal the surrounding area for 1.5 minutes.
Spear of the Rifthunter,Cost: 3,Universal,6 Power|4% Crit Chance|Fully Upgraded Bonus:8% Crit Chance
Spiked Boneplate,Cost: 3,Growth,7 Basic armor|6 Power|Fully Upgraded Bonus:14 Basic armor
Staff of Adamant,Cost: 3,Universal,6 Power|30 Mana|Fully Upgraded Bonus:12 Power
Stalker's Siphon,Cost: 3,Corruption,2.5% Lifesteal|5.5 Attack Speed|Unique Passive:Basic attacks on Jungle minions,restore 8 health.
Steelcutter Gem,Cost: 3,Intellect,4 Basic penetration|30 Mana|Fully Upgraded Bonus:60 Mana
Tempered Plate,Cost: 3,Universal,7 Basic armor|50 Health|Fully Upgraded Bonus:14 Basic armor
Thorned Greenweave,Cost: 3,Growth,4 Ability armor|6 Power|Fully Upgraded Bonus:12 Power
Tuned Barrier,Cost: 3,Universal,4 Ability armor|50 Health|Fully Upgraded Bonus:8 Ability armor
Venom Shell,Cost: 3,Growth,7 Basic armor|6 Power|Fully Upgraded Bonus:12 Power
Viper Bolt,Cost: 3,Corruption,4 Basic penetration|4% Crit Chance|Fully Upgraded Bonus:8% Crit Chance
Vital Tap,Cost: 3,Intellect,50 Health|2.5% Lifesteal|Fully Upgraded Bonus:100 Health
Voidsteel Dagger,Cost: 3,Corruption,6 Power|4 Basic penetration|Fully Upgraded Bonus:12 Power
Wellspring Staff,Cost: 3,Universal,6 Power|30 Mana|Fully Upgraded Bonus:30 Mana|0.3 Mana Regen
Whirling Wand,Cost: 3,Universal,6 Power|5.5 Attack Speed|Fully Upgraded Bonus:11 Attack Speed
Windcarver Blade,Cost: 3,Universal,6 Power|5.5 Attack Speed|Fully Upgraded Bonus:12 Power
Baneflesh,Cost: 4,Corruption,4% Crit Chance|50 Health|Active:For 4 seconds,when hit by a basic attack,apply a Poison stack to attacker (Max 10 stacks).
Blight Bones,Cost: 4,Growth,50 Health|Unique Passive:When hit by a critical strike,apply Blight to the attacker (Blight reduces healing by 75%)
Bud of the Changeling,Cost: 4,Growth,50 Health|30 Mana|Unique Passive: While Poisoned,increase all Healing received by 100%.
Crucial Snare,Cost: 4,Intellect,0.3 Mana Regen|4 Basic penetration|Unique Active:For 6 seconds,when hit by a basic attack,slow attackers by 250 for 2 seconds.
Curse of the Leech,Cost: 4,Corruption,6 Power|2.5% Lifesteal|Fully Upgraded Bonus:7.5% Lifesteal
Drink the Spirits,Cost: 4,Corruption,50 Health|30 Mana|Unique Passive:On kill or assist,heal for 5% of killed unit's Health over 10 seconds.
Empyrean Mask,Cost: 4,Order,Unique Toogle:1) +18 damage 2) +10.5 and +6 Armor 3) +0.9 Mana regeneration. 
Etherweave Mesh,Cost: 4,Intellect,4 Ability armor|0.3 Mana Regen|Fully Upgraded Bonus:0.9 Mana Regen
Hunter's Guile,Cost: 4,Growth,6 Power|50 Health|Unique Active:Removes all debuffs from your hero.
Injured Rage,Cost: 4,Fury,12 Power|Fully Upgraded Bonus:
Lazarus Blade,Cost: 4,Universal,50 Health|Unique Passive:Basic attacks on Jungle Minions,restore 15% health.
Marrow-Fangs,Cost: 4,Corruption,2.5% Lifesteal|4 Basic penetration|Unique Passive:While Bleeding,on hit with basic attack,steal 9 armor from target for 6 seconds.
Nanoplasm,Cost: 4,Intellect,50 Health|7 Basic armor|Unique Passive:While Bleeding,gain +35 and +20 armor against critical strike.
Quantum Casing,Cost: 4,Intellect,7 Basic armor|0.3 Mana Regen|Fully Upgraded Bonus:0.6 Mana Regen|7 Basic armor
Quenching Scales,Cost: 4,Universal,50 Health|30 Mana|Unique Passive:Grants 0.6 increased Mana Regen in a radius.
Reverberate,Cost: 4,Fury,12 Power|Unique Active:For 4 seconds,gain 50% Damage bonus against Shield.
Ring of the Domina,Cost: 4,Universal,50 Health|30 Mana|Unique Passive:+10% Damage bonus against minions.
Silent Indignation,Cost: 4,Growth,2.5% Lifesteal|Unique Active:+27.5 Attack speed for 6 seconds.
Stonetooth Heart,Cost: 4,Growth,50 Health|4 Basic penetration|Fully Upgraded Bonus:150 Health
Swiftcreek Heart,Cost: 4,Growth,50 Health|5.5 Attack Speed|Fully Upgraded Bonus:150 Health
Thickblood,Cost: 4,Universal,12 Power|30 Mana|Unique Passive:Hitting an enemy with an ability applies Blight for 4 seconds.
Thirstfang,Cost: 4,Corruption,6 Power|5% Lifesteal|Fully Upgraded Bonus:12 Power
Victory Torch,Cost: 4,Fury,6 Power|0.3 Mana Regen|Fully Upgraded Bonus:
Vineheart,Cost: 4,Growth,50 Health|2 Ability penetration|Fully Upgraded Bonus:150 Health
Battle Mantra,Cost: 5,Order,6 Power|0.3 Mana Regen|Unique Passive:+1.5 Mana regeneration,while over 50% Mana.
Blink Charm,Cost: 5,Universal,Unique Active:Teleport Forward.|180s.
Blinkshot,Cost: 5,Fury,6 Power|Unique Active:Teleport Forward
Bubble Tap,Cost: 5,Intellect,60 Mana|4 Ability armor|Unique Active:Consume 60 Mana,for 3 seconds gain Shield 35% of current Mana.
Charging Brute,Cost: 5,Growth,6 Power|Unique Passive:On unit kill,gain +10 Movement speed for 5 seconds.(Max +140 Movement speed).
Chieftain's Crown,Cost: 5,Growth,1.4 Health Regen|100 Health|Unique Passive:+4.2 Health regeneration to neary allied minions.
Chrono-Mancer Disc,Cost: 5,Universal,0.3 Mana Regen|6 Power|Fully Upgraded Bonus:10% Cooldown Reduction
Chrono-vore,Cost: 5,Fury,5.5 Attack Speed|0.3 Mana Regen|Fully Upgraded Bonus:10% Cooldown Reduction
Chronospike,Cost: 5,Universal,30 Mana|6 Power|Fully Upgraded Bonus:10% Cooldown Reduction
Clearheart,Cost: 5,Growth,0.3 Mana Regen|Unique Passive:+15% increase all Healing
Cup of the Vampire,Cost: 5,Corruption,5% Lifesteal|4 Basic penetration|Unique Passive:+12.5% Lifesteal against Bleeding target.
Dreadfeast Relic,Cost: 5,Corruption,5% Lifesteal|4% Crit Chance|Active:For 6 seconds,on hit with ability,apply 12.5%Life grant to enemy target for 4 seconds. Attacking an enemy marked with Life Grant gives +12.5% Lifesteal to attacker.
Firepiercer,Cost: 5,Fury,0.3 Mana Regen|Active:For 10 seconds,your next basic attack on an Enemy Hero will shred 45% of their Armor for 4 seconds.
Font of Rapture,Cost: 5,Order,1.4 Health Regen|0.3 Mana Regen|4% Crit Chance|Unique Passive:Lifesteal will overheal,granting Shield for 3 seconds,absorbs 10% damage of max Health
Heartshot,Cost: 5,Fury,5.5 Attack Speed|Unique Passive:On Player kill,gain +280 Movement speed for 4 seconds.
Incessant Onslaught,Cost: 5,Fury,5.5 Attack Speed|Unique Passive:Basic attacks on Player,grant +10% Cooldown reduction for 4 seconds.
Jewel of the Apostle,Cost: 5,Order,0.3 Mana Regen|2.5% Lifesteal|Unique Active:For 6 seconds gain damage equal to 35% of armor.
Megavolt Pylon,Cost: 5,Intellect,60 Mana|0.3 Mana Regen|Unique Active:Restore 15 Mana for each nearby Unit.
Mending Bloom,Cost: 5,Growth,1.4 Health Regen|Unique Active:+3.8 Mana regeneration to nearby allied for 14 seconds.
Overflowing Gifts,Cost: 5,Growth,0.3 Mana Regen|Unique Active:+6 Health regeneration to nearby allied for 14 seconds.
Pain-Eater,Cost: 5,Fury,50 Health|Unique Passive:While critically wounded,gain 40% Life Steal
Plasma Channel,Cost: 5,Intellect,60 Mana|Active:Shred 8 Armor from nearby enemues for 4 seconds. Shred value stacks based on number of nearby Enemy Heroes.
Portal Stone,Cost: 5,Universal,Unique Active:Teleport to allied structure|300s.
Rally the Troops,Cost: 5,Intellect,5.5 Attack Speed|0.3 Mana Regen|Unique Active:For 5 second +22 Attack speed to nearby allies.
Rocket Spike,Cost: 5,Fury,5.5 Attack Speed|Active:For 10 seconds,your next basic attack on an Enemy Hero will shred 45% of their Armor for 4 seconds.
Satori Cloak,Cost: 5,Order,5.5 Attack Speed|Unique Passive:On hit with basic attack,shred 50% of enemy's armor for 1.5 seconds.
Shockwave,Cost: 5,Intellect,0.6 Mana Regen|Unique Active:For 2 seconds slow nearby enemies by 250 .
Stab Link,Cost: 5,Corruption,1.4 Health Regen|Unique Active:Consume 20% of your Base Health to Teleport Forward. Cannot use if Critically Wounded.
Stone of Salvation,Cost: 5,Order,0.3 Mana Regen|2.5% Lifesteal|Unique Active:For 6 second gain damage equal to 35% of armor.
Tainted Magic,Cost: 5,Corruption,1.4 Health Regen|0.3 Mana Regen|Active:For 6 seconds,on hit with ability,apply a stack of Poison to target (6 + 1.5*Player level).
Tele-Blink,Cost: 5,Intellect,0.3 Mana Regen|Unique Active:Consume 75 Mana to Teleport Forward.
Thunder Cleaver,Cost: 5,Universal,5.5 Attack Speed|Unique Passive:Melee basic attacks gains an additional 50% Damage Bonus to Cleave.
Wicked Stigma,Cost: 5,Corruption,0.3 Mana Regen|50 Health|Unique Active:For 6 seconds,on hit with ability,gain vision of target for 10 seconds.
Agoran Scepter,Cost: 6,Universal,30 Mana|Fully Upgraded Bonus:100% Crit Bonus
Ash of the Witch,Cost: 6,Universal,12 Power|Unique Passive:Enemies hit by abilities are slowed by 150 move speed for 1 second.
Blade of Agora,Cost: 6,Universal,6 Power|Fully Upgraded Bonus:100% Crit Bonus
Blast Harness,Cost: 6,Fury,5.5 Attack Speed|Fully Upgraded Bonus:100% Crit Bonus
Blood Catalyst,Cost: 6,Intellect,30 Mana|50 Health|Unique Active:Consume 10% of Health,for 10 seconds gain 10.5 Mana regeneration.
Bloodrite Brand,Cost: 6,Fury,4% Crit Chance|2.5% Lifesteal|Fully Upgraded Bonus:
Bounty Stalker,Cost: 6,Universal,6 Power|50 Health|Unique Passive:Basic attacks on Players,grant a stack of +6% Critical chance for 4 seconds (Max 7 stacks)
Cast Converter,Cost: 6,Intellect,30 Mana|0.3 Mana Regen|Unique Active:Consume 175 Mana,for 10 second gain 47.5 Health regeneration.
Deathnail,Cost: 6,Corruption,4 Basic penetration|Fully Upgraded Bonus:100% Crit Bonus
Everglass,Cost: 6,Order,0.6 Mana Regen|Unique Active:+40 Speed for 1 second on hit with ability.
Feral Stone,Cost: 6,Growth,5.5 Attack Speed|Fully Upgraded Bonus:100% Crit Bonus
Heart of the Apex,Cost: 6,Growth,50 Health|Fully Upgraded Bonus:100% Crit Bonus
Honor the Pure,Cost: 6,Order,50 Health|30 Mana|Unique Active:Team Shield: Consume 100 Mana to Shield yourself and nearby Allies for 3 seconds,absorbing up to 125 + (25 * Player Level) damage. Any Ally affected by Team Shield cannot activate or benefit from another Team Shield for 15 seconds.
Hunger-Maul,Cost: 6,Fury,2.5% Lifesteal|Fully Upgraded Bonus:100% Crit Bonus
Madspore Sash,Cost: 6,Growth,1.4 Health Regen|7 Basic armor|Unique Passive:Deal 10 damage + Player leve) per second to nearby enemies (disables while sprinting).
Nanodrive,Cost: 6,Intellect,30 Mana|2 Ability penetration|Unique Active:For 4 seconds +20 Movement speed for each nearby Player. (Max - +320 Movement speed).
Nature's Muse,Cost: 6,Growth,50 Health|30 Mana|Fully Upgraded Bonus:
Necroveil,Cost: 6,Corruption,2 Ability penetration|6 Power|Unique Passive:On Player kill,enter the shadowplate for 3 seconds.
Power Chord,Cost: 6,Universal,6 Power|5.5 Attack Speed|Unique Passive:Hitting an enemy with a basic attack applies Blight for 4 seconds.
Radiant Mantle,Cost: 6,Order,50 Health|30 Mana|Unique Passive:Deal damage (10 + Player level) per second to nearby enemies (disables while sprinting).
Scarab Claws,Cost: 6,Corruption,5.5 Attack Speed|0.3 Mana Regen|Unique Passive:On hit with basic attack,to a target with a shield shreds all of their 20% armor for 6 seconds
Scorpion Plate,Cost: 6,Growth,50 Health|7 Basic armor|Active:For 6 seconds,on hit with basic attack,shred 2 Armor from target(s) for 4 seconds. Consecutive hits shred an additional 2 Armor and refresh duration.
Seeds of the Flood,Cost: 6,Growth,1.4 Health Regen|Fully Upgraded Bonus:100% Crit Bonus
Sirensong,Cost: 6,Corruption,5% Lifesteal|Unique Active:For 6 seconds,on hit with basic attack,slow by 40 from target for 4 seconds.
Splinterbark Vest,Cost: 6,Growth,50 Health|4 Ability armor|Active:For 6 seconds,on hit with basic attack,shred 4 Armor from target(s) for 4 seconds. Consecutive hits shred an additional 4 Armor and refresh duration.
Stinger Boost,Cost: 6,Universal,60 Mana|11 Attack Speed|Unique Passive:After hitting an enemy hero with an ability,your next basic attack deals 50 + (20% of Power) bonus damage. Can only occur once every 1.5 seconds.
Sword of the Altar,Cost: 6,Order,2.5% Lifesteal|Fully Upgraded Bonus:100% Crit Bonus
Tempus Pearl,Cost: 6,Order,6 Power|4 Ability armor|Unique Active:+100 Movement speed to nearby allies for 3 seconds.
Toxi-gel,Cost: 6,Universal,100 Health|Unique Passive:Taking 400 damage activates a self cleanse. Being out of combat for 5 seconds resets the counter.
Wraith Whisper,Cost: 6,Corruption,2 Ability penetration|Fully Upgraded Bonus:100% Crit Bonus
Blackblood Virus,Cost: 7,Corruption,5% Lifesteal|Fully Upgraded Bonus:100% Crit Bonus
Infinity Stream,Cost: 7,Intellect,0.3 Mana Regen|2 Ability penetration|Unique Passive:+2.4 Mana regeneration (scales with current Mana percent)
Stasis Gem,Cost: 7,Order,6 Power|Unique Active:Become immune to damage for 2.5 seconds. During this time,you are unable to move,attack or use abilities.
Traitor's Touch,Cost: 7,Corruption,2.5% Lifesteal|0.3 Mana Regen|Unique Passive:Basic attacks on Player deal damage equal by 3% of their current Health.
Barrier of Will,Cost: 8,Intellect,7 Basic armor|30 Mana|Unique Active:Team Shield: Consume 100 Mana to Shield yourself and nearby Allies for 3 seconds,absorbing up to 125 + (25 * Player Level) damage. Any Ally affected by Team Shield cannot activate or benefit from another Team Shield for 15 seconds.
Divine Shield,Cost: 8,Universal,4 Ability armor|60 Mana|Unique Passive:Block an enemy ability.
Hydroverser,Cost: 8,Intellect,0.3 Mana Regen|50 Health|Unique Passive:Gain power equal to 7% of current Mana
Purity Censer,Cost: 8,Order,30 Mana|50 Health|Unique Active:Removes all debuffs from nearby allies.
Thermo-bond,Cost: 8,Universal,100 Health|4 Ability armor|Unique Passive:Being hit by stuns,roots,and knockups grants a stack of health regen equal to 12% of your max health over 4 seconds.
Fist of Kings,Cost: 10,Universal,32 Basic penetration|150 Health
Hand of Prophets,Cost: 10,Universal,16 Ability penetration|150 Health
